state_name,block_code,stage2_works_api,stage2_works_db,delta_fetch_stage2,works_sent_mq,works_processed_function_app,delta_processed_stage2,flagged_works_ai_rule,flagged_works_percen_ai_rule,stage2_works_sent_nic,last_updated_datetime
MADHYA PRADESH,1745007,46,46.0,0.0,0.0,91.0,-91.0,15.0,16.48,91.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1715005,109,109.0,0.0,0.0,210.0,-210.0,40.0,19.05,210.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1714003,17,17.0,0.0,0.0,34.0,-34.0,2.0,5.88,34.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1745001,52,52.0,0.0,0.0,104.0,-104.0,24.0,23.08,104.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1701006,48,48.0,0.0,0.0,93.0,-93.0,16.0,17.2,93.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1706009,36,36.0,0.0,0.0,69.0,-69.0,25.0,36.23,69.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1713008,45,45.0,0.0,0.0,90.0,-90.0,13.0,14.44,90.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1703002,8,8.0,0.0,0.0,16.0,-16.0,4.0,25.0,16.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1708005,76,76.0,0.0,0.0,150.0,-150.0,24.0,16.0,150.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1708007,27,27.0,0.0,0.0,49.0,-49.0,11.0,22.45,49.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1735008,69,69.0,0.0,0.0,136.0,-136.0,14.0,10.29,136.0,2024-06-18 04:48:28.868147+00:00
MADHYA PRADESH,1740001,114,114.0,0.0,0.0,227.0,-227.0,51.0,22.47,227.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810011,11,11.0,0.0,0.0,22.0,-22.0,2.0,9.09,22.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1813008,2,2.0,0.0,0.0,4.0,-4.0,1.0,25.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1816008,55,55.0,0.0,0.0,109.0,-109.0,19.0,17.43,109.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1815001,142,142.0,0.0,0.0,278.0,-278.0,34.0,12.23,278.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819003,1,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804003,10,10.0,0.0,0.0,20.0,-20.0,2.0,10.0,20.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804009,55,55.0,0.0,0.0,110.0,-110.0,24.0,21.82,110.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1813002,10,10.0,0.0,0.0,20.0,-20.0,3.0,15.0,20.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1816002,116,116.0,0.0,0.0,227.0,-227.0,74.0,32.6,227.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821006,60,60.0,0.0,0.0,115.0,-115.0,12.0,10.43,115.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1832002,18,18.0,0.0,0.0,36.0,-36.0,2.0,5.56,36.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802005,47,47.0,0.0,0.0,94.0,-94.0,6.0,6.38,94.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1833006,105,105.0,0.0,0.0,206.0,-206.0,39.0,18.93,206.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806005,30,30.0,0.0,0.0,58.0,-58.0,9.0,15.52,58.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814004,26,26.0,0.0,0.0,52.0,-52.0,4.0,7.69,52.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1831005,12,12.0,0.0,0.0,22.0,-22.0,0.0,0.0,22.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1828027,49,49.0,0.0,0.0,98.0,-98.0,10.0,10.2,98.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1807009,8,8.0,0.0,0.0,16.0,-16.0,0.0,0.0,16.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810009,35,35.0,0.0,0.0,70.0,-70.0,6.0,8.57,70.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819001,6,6.0,0.0,0.0,10.0,-10.0,0.0,0.0,10.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804007,17,17.0,0.0,0.0,33.0,-33.0,4.0,12.12,33.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1830001,108,108.0,0.0,0.0,211.0,-211.0,31.0,14.69,211.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808010,15,15.0,0.0,0.0,30.0,-30.0,0.0,0.0,30.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1812009,15,15.0,0.0,0.0,30.0,-30.0,11.0,36.67,30.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827002,10,10.0,0.0,0.0,20.0,-20.0,0.0,0.0,20.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814010,120,120.0,0.0,0.0,240.0,-240.0,42.0,17.5,240.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1820037,6,6.0,0.0,0.0,12.0,-12.0,0.0,0.0,12.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829001,12,12.0,0.0,0.0,21.0,-21.0,10.0,47.62,21.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809006,49,49.0,0.0,0.0,98.0,-98.0,3.0,3.06,98.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808007,59,59.0,0.0,0.0,117.0,-117.0,17.0,14.53,117.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809012,36,36.0,0.0,0.0,71.0,-71.0,19.0,26.76,71.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1830003,148,148.0,0.0,0.0,289.0,-289.0,83.0,28.72,289.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804002,27,27.0,0.0,0.0,53.0,-53.0,6.0,11.32,53.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1828023,56,56.0,0.0,0.0,112.0,-112.0,14.0,12.5,112.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1830009,30,30.0,0.0,0.0,59.0,-59.0,6.0,10.17,59.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806015,40,40.0,0.0,0.0,80.0,-80.0,15.0,18.75,80.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819015,16,16.0,0.0,0.0,31.0,-31.0,12.0,38.71,31.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1823015,3,3.0,0.0,0.0,6.0,-6.0,0.0,0.0,6.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825011,3,3.0,0.0,0.0,6.0,-6.0,0.0,0.0,6.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827008,9,9.0,0.0,0.0,18.0,-18.0,0.0,0.0,18.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819012,53,53.0,0.0,0.0,105.0,-105.0,17.0,16.19,105.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809011,14,14.0,0.0,0.0,28.0,-28.0,1.0,3.57,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1812002,12,12.0,0.0,0.0,24.0,-24.0,3.0,12.5,24.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821009,31,31.0,0.0,0.0,62.0,-62.0,18.0,29.03,62.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802008,37,37.0,0.0,0.0,70.0,-70.0,8.0,11.43,70.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808008,12,12.0,0.0,0.0,24.0,-24.0,0.0,0.0,24.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809003,14,14.0,0.0,0.0,28.0,-28.0,6.0,21.43,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1815004,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1826008,3,3.0,0.0,0.0,6.0,-6.0,1.0,16.67,6.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1812010,1,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827011,22,22.0,0.0,0.0,43.0,-43.0,2.0,4.65,43.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825008,8,8.0,0.0,0.0,16.0,-16.0,4.0,25.0,16.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1831004,2,2.0,0.0,0.0,4.0,-4.0,1.0,25.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804006,46,46.0,0.0,0.0,92.0,-92.0,11.0,11.96,92.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1820034,14,14.0,0.0,0.0,28.0,-28.0,0.0,0.0,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824002,81,81.0,0.0,0.0,161.0,-161.0,49.0,30.43,161.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814007,11,11.0,0.0,0.0,22.0,-22.0,4.0,18.18,22.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811003,4,4.0,0.0,0.0,8.0,-8.0,0.0,0.0,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1816005,68,68.0,0.0,0.0,134.0,-134.0,4.0,2.99,134.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1807010,22,22.0,0.0,0.0,44.0,-44.0,4.0,9.09,44.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825016,25,25.0,0.0,0.0,49.0,-49.0,5.0,10.2,49.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1816004,197,197.0,0.0,0.0,392.0,-392.0,43.0,10.97,392.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825004,14,14.0,0.0,0.0,28.0,-28.0,1.0,3.57,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811010,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1818002,151,151.0,0.0,0.0,296.0,-296.0,111.0,37.5,296.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829014,4,4.0,0.0,0.0,8.0,-8.0,2.0,25.0,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1833003,15,15.0,0.0,0.0,30.0,-30.0,4.0,13.33,30.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810006,14,14.0,0.0,0.0,28.0,-28.0,7.0,25.0,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802012,16,16.0,0.0,0.0,32.0,-32.0,8.0,25.0,32.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808013,129,129.0,0.0,0.0,254.0,-254.0,76.0,29.92,254.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829008,13,13.0,0.0,0.0,25.0,-25.0,1.0,4.0,25.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1805004,19,19.0,0.0,0.0,38.0,-38.0,12.0,31.58,38.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829006,37,37.0,0.0,0.0,74.0,-74.0,8.0,10.81,74.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825010,15,15.0,0.0,0.0,30.0,-30.0,0.0,0.0,30.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827007,42,42.0,0.0,0.0,84.0,-84.0,0.0,0.0,84.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1828022,56,56.0,0.0,0.0,112.0,-112.0,7.0,6.25,112.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1822012,9,9.0,0.0,0.0,18.0,-18.0,0.0,0.0,18.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802009,14,14.0,0.0,0.0,28.0,-28.0,0.0,0.0,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1812005,25,25.0,0.0,0.0,50.0,-50.0,5.0,10.0,50.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824014,2,2.0,0.0,0.0,4.0,-4.0,3.0,75.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806003,40,40.0,0.0,0.0,77.0,-77.0,12.0,15.58,77.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1815007,65,65.0,0.0,0.0,130.0,-130.0,10.0,7.69,130.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827010,1,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809010,68,68.0,0.0,0.0,134.0,-134.0,22.0,16.42,134.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804001,4,4.0,0.0,0.0,8.0,-8.0,2.0,25.0,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1826003,14,14.0,0.0,0.0,28.0,-28.0,6.0,21.43,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819009,10,10.0,0.0,0.0,20.0,-20.0,0.0,0.0,20.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1817010,22,22.0,0.0,0.0,43.0,-43.0,1.0,2.33,43.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1820033,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821003,21,21.0,0.0,0.0,42.0,-42.0,6.0,14.29,42.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825009,151,151.0,0.0,0.0,294.0,-294.0,43.0,14.63,294.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1804005,46,46.0,0.0,0.0,92.0,-92.0,20.0,21.74,92.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811008,1,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811002,1,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824003,10,10.0,0.0,0.0,20.0,-20.0,2.0,10.0,20.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1818005,5,5.0,0.0,0.0,10.0,-10.0,0.0,0.0,10.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1822009,4,4.0,0.0,0.0,8.0,-8.0,3.0,37.5,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802003,14,14.0,0.0,0.0,28.0,-28.0,0.0,0.0,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814006,9,9.0,0.0,0.0,18.0,-18.0,1.0,5.56,18.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1817008,96,96.0,0.0,0.0,191.0,-191.0,8.0,4.19,191.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1831007,3,3.0,0.0,0.0,6.0,-6.0,1.0,16.67,6.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1805003,9,9.0,0.0,0.0,18.0,-18.0,2.0,11.11,18.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1820035,2,2.0,0.0,0.0,4.0,-4.0,2.0,50.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1834009,412,412.0,0.0,0.0,816.0,-816.0,147.0,18.01,816.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811011,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1828025,1,1.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1833004,19,19.0,0.0,0.0,37.0,-37.0,13.0,35.14,37.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819011,17,17.0,0.0,0.0,32.0,-32.0,5.0,15.63,32.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810003,64,64.0,0.0,0.0,125.0,-125.0,31.0,24.8,125.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1818003,9,9.0,0.0,0.0,18.0,-18.0,2.0,11.11,18.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808014,11,11.0,0.0,0.0,22.0,-22.0,2.0,9.09,22.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806013,14,14.0,0.0,0.0,28.0,-28.0,2.0,7.14,28.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1822011,20,20.0,0.0,0.0,40.0,-40.0,3.0,7.5,40.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1830007,11,11.0,0.0,0.0,22.0,-22.0,3.0,13.64,22.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1823001,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829003,5,5.0,0.0,0.0,10.0,-10.0,2.0,20.0,10.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1803001,6,6.0,0.0,0.0,12.0,-12.0,0.0,0.0,12.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808003,1,1.0,0.0,0.0,2.0,-2.0,2.0,100.0,2.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821010,105,105.0,0.0,0.0,209.0,-209.0,45.0,21.53,209.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825015,45,45.0,0.0,0.0,89.0,-89.0,7.0,7.87,89.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811005,31,31.0,0.0,0.0,60.0,-60.0,16.0,26.67,60.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819006,24,24.0,0.0,0.0,47.0,-47.0,0.0,0.0,47.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1815009,60,60.0,0.0,0.0,120.0,-120.0,4.0,3.33,120.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1826002,3,3.0,0.0,0.0,5.0,-5.0,0.0,0.0,5.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810012,8,8.0,0.0,0.0,15.0,-15.0,6.0,40.0,15.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806008,35,35.0,0.0,0.0,70.0,-70.0,10.0,14.29,70.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809001,10,10.0,0.0,0.0,20.0,-20.0,0.0,0.0,20.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1815002,27,27.0,0.0,0.0,54.0,-54.0,9.0,16.67,54.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1818012,30,30.0,0.0,0.0,60.0,-60.0,5.0,8.33,60.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814002,16,16.0,0.0,0.0,32.0,-32.0,2.0,6.25,32.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806010,103,103.0,0.0,0.0,200.0,-200.0,26.0,13.0,200.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825018,9,9.0,0.0,0.0,17.0,-17.0,1.0,5.88,17.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1833007,54,54.0,0.0,0.0,107.0,-107.0,14.0,13.08,107.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1816001,50,50.0,0.0,0.0,100.0,-100.0,9.0,9.0,100.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821007,268,268.0,0.0,0.0,495.0,-495.0,227.0,45.86,495.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802006,27,27.0,0.0,0.0,47.0,-47.0,12.0,25.53,47.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1812007,37,37.0,0.0,0.0,68.0,-68.0,5.0,7.35,68.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1817015,21,21.0,0.0,0.0,38.0,-38.0,2.0,5.26,38.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814009,20,20.0,0.0,0.0,40.0,-40.0,21.0,52.5,40.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1831006,24,24.0,0.0,0.0,48.0,-48.0,4.0,8.33,48.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821001,222,222.0,0.0,0.0,418.0,-418.0,50.0,11.96,418.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1803006,4,4.0,0.0,0.0,8.0,-8.0,0.0,0.0,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808011,3,3.0,0.0,0.0,6.0,-6.0,2.0,33.33,6.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829012,20,20.0,0.0,0.0,33.0,-33.0,9.0,27.27,33.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1833001,117,117.0,0.0,0.0,233.0,-233.0,32.0,13.73,233.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809009,72,72.0,0.0,0.0,141.0,-141.0,11.0,7.8,141.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827005,5,5.0,0.0,0.0,10.0,-10.0,0.0,0.0,10.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806014,16,16.0,0.0,0.0,31.0,-31.0,0.0,0.0,31.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1805008,4,4.0,0.0,0.0,8.0,-8.0,2.0,25.0,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1805006,7,7.0,0.0,0.0,8.0,-8.0,1.0,12.5,8.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1820032,5,5.0,0.0,0.0,9.0,-9.0,0.0,0.0,9.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810008,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802014,39,39.0,0.0,0.0,76.0,-76.0,15.0,19.74,76.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1830006,5,5.0,0.0,0.0,9.0,-9.0,6.0,66.67,9.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824006,7,7.0,0.0,0.0,14.0,-14.0,0.0,0.0,14.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825002,46,46.0,0.0,0.0,86.0,-86.0,5.0,5.81,86.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808004,9,9.0,0.0,0.0,18.0,-18.0,0.0,0.0,18.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825014,87,87.0,0.0,0.0,168.0,-168.0,20.0,11.9,168.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808016,3,3.0,0.0,0.0,5.0,-5.0,0.0,0.0,5.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1818011,34,34.0,0.0,0.0,65.0,-65.0,9.0,13.85,65.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1806009,43,43.0,0.0,0.0,82.0,-82.0,17.0,20.73,82.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829010,22,22.0,0.0,0.0,42.0,-42.0,8.0,19.05,42.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1815003,165,165.0,0.0,0.0,312.0,-312.0,37.0,11.86,312.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1822003,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1819007,12,12.0,0.0,0.0,21.0,-21.0,0.0,0.0,21.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1809004,25,25.0,0.0,0.0,46.0,-46.0,6.0,13.04,46.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824010,2,2.0,0.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1814001,8,8.0,0.0,0.0,15.0,-15.0,0.0,0.0,15.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825007,22,22.0,0.0,0.0,44.0,-44.0,3.0,6.82,44.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1827012,86,86.0,0.0,0.0,161.0,-161.0,18.0,11.18,161.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1820031,20,20.0,0.0,0.0,37.0,-37.0,7.0,18.92,37.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802007,60,60.0,0.0,0.0,109.0,-109.0,7.0,6.42,109.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1831003,1,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1811004,12,12.0,0.0,0.0,24.0,-24.0,8.0,33.33,24.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1834007,79,79.0,0.0,0.0,142.0,-142.0,17.0,11.97,142.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1816006,102,102.0,0.0,0.0,184.0,-184.0,8.0,4.35,184.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1817014,42,42.0,0.0,0.0,78.0,-78.0,2.0,2.56,78.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1802011,6,6.0,0.0,0.0,11.0,-11.0,0.0,0.0,11.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1808012,40,40.0,0.0,0.0,74.0,-74.0,10.0,13.51,74.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824009,19,19.0,0.0,0.0,37.0,-37.0,4.0,10.81,37.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1833002,45,45.0,0.0,0.0,83.0,-83.0,6.0,7.23,83.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1825003,17,17.0,0.0,0.0,32.0,-32.0,2.0,6.25,32.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1818001,16,16.0,0.0,0.0,30.0,-30.0,5.0,16.67,30.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1821004,80,80.0,0.0,0.0,149.0,-149.0,26.0,17.45,149.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1824016,25,25.0,0.0,0.0,43.0,-43.0,9.0,20.93,43.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810013,16,16.0,0.0,0.0,27.0,-27.0,11.0,40.74,27.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1805005,57,57.0,0.0,0.0,111.0,-111.0,8.0,7.21,111.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1810007,11,11.0,0.0,0.0,16.0,-16.0,3.0,18.75,16.0,2024-06-18 04:48:28.868147+00:00
MAHARASHTRA,1829005,15,15.0,0.0,0.0,27.0,-27.0,8.0,29.63,27.0,2024-06-18 04:48:28.868147+00:00
