state_name,block_code,stage2_works_api,stage2_works_db,delta_fetch_stage2,works_sent_mq,works_processed_function_app,delta_processed_stage2,flagged_works_ai_rule,flagged_works_percen_ai_rule,stage2_works_sent_nic,last_updated_datetime
Andhar Pradesh,0203012,348,200.0,-148.0,0.0,400.0,-400.0,58.0,14.5,400.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210041,278,75.0,-203.0,0.0,150.0,-150.0,18.0,12.0,150.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212002,17,30.0,13.0,0.0,60.0,-60.0,14.0,23.33,60.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209034,15,14.0,-1.0,0.0,28.0,-28.0,8.0,28.57,28.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204058,65,21.0,-44.0,0.0,42.0,-42.0,4.0,9.52,42.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207036,5,1.0,-4.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203018,9,40.0,31.0,0.0,80.0,-80.0,12.0,15.0,80.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210059,50,42.0,-8.0,0.0,84.0,-84.0,6.0,7.14,84.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212025,34,10.0,-24.0,0.0,20.0,-20.0,2.0,10.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205028,1,151.0,150.0,0.0,302.0,-302.0,12.0,3.97,302.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202006,230,45.0,-185.0,0.0,90.0,-90.0,36.0,40.0,90.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210065,36,9.0,-27.0,0.0,14.0,-14.0,4.0,28.57,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212015,8,8.0,0.0,0.0,16.0,-16.0,6.0,37.5,16.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205041,14,16.0,2.0,0.0,32.0,-32.0,8.0,25.0,32.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208011,5,21.0,16.0,0.0,42.0,-42.0,12.0,28.57,42.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211048,18,26.0,8.0,0.0,52.0,-52.0,18.0,34.62,52.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207026,15,2.0,-13.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213034,3,5.0,2.0,0.0,10.0,-10.0,4.0,40.0,10.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211022,9,24.0,15.0,0.0,48.0,-48.0,14.0,29.17,48.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213020,41,,,,,,,,,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202012,128,249.0,121.0,0.0,494.0,-494.0,96.0,19.43,494.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205043,5,17.0,12.0,0.0,34.0,-34.0,8.0,23.53,34.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205008,36,9.0,-27.0,0.0,18.0,-18.0,0.0,0.0,18.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201030,8,54.0,46.0,0.0,99.0,-99.0,20.0,20.2,99.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206013,25,11.0,-14.0,0.0,22.0,-22.0,6.0,27.27,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201014,133,90.0,-43.0,0.0,177.0,-177.0,6.0,3.39,177.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212061,27,65.0,38.0,0.0,127.0,-127.0,34.0,26.77,127.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203006,68,247.0,179.0,0.0,494.0,-494.0,10.0,2.02,494.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211028,4,7.0,3.0,0.0,14.0,-14.0,2.0,14.29,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209027,53,22.0,-31.0,0.0,44.0,-44.0,4.0,9.09,44.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209021,9,24.0,15.0,0.0,48.0,-48.0,18.0,37.5,48.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209018,11,32.0,21.0,0.0,64.0,-64.0,18.0,28.13,64.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203040,57,31.0,-26.0,0.0,62.0,-62.0,14.0,22.58,62.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207024,10,21.0,11.0,0.0,42.0,-42.0,4.0,9.52,42.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207034,4,5.0,1.0,0.0,10.0,-10.0,0.0,0.0,10.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210056,22,29.0,7.0,0.0,58.0,-58.0,6.0,10.34,58.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210022,6,6.0,0.0,0.0,12.0,-12.0,2.0,16.67,12.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201024,33,4.0,-29.0,0.0,8.0,-8.0,7.0,87.5,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206028,12,11.0,-1.0,0.0,22.0,-22.0,12.0,54.55,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205017,21,13.0,-8.0,0.0,26.0,-26.0,4.0,15.38,26.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207049,65,11.0,-54.0,0.0,22.0,-22.0,6.0,27.27,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206016,1,51.0,50.0,0.0,101.0,-101.0,17.0,16.83,101.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212046,94,82.0,-12.0,0.0,164.0,-164.0,36.0,21.95,164.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210015,16,4.0,-12.0,0.0,8.0,-8.0,4.0,50.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204018,136,12.0,-124.0,0.0,23.0,-23.0,10.0,43.48,23.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209007,81,28.0,-53.0,0.0,56.0,-56.0,11.0,19.64,56.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203036,62,13.0,-49.0,0.0,26.0,-26.0,4.0,15.38,26.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204015,4,11.0,7.0,0.0,22.0,-22.0,0.0,0.0,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208027,32,3.0,-29.0,0.0,6.0,-6.0,2.0,33.33,6.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211032,5,5.0,0.0,0.0,10.0,-10.0,2.0,20.0,10.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213043,11,7.0,-4.0,0.0,14.0,-14.0,0.0,0.0,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213008,5,3.0,-2.0,0.0,6.0,-6.0,0.0,0.0,6.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204004,38,48.0,10.0,0.0,95.0,-95.0,19.0,20.0,95.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208042,10,10.0,0.0,0.0,20.0,-20.0,4.0,20.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205034,4,7.0,3.0,0.0,14.0,-14.0,4.0,28.57,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205023,9,2.0,-7.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211015,23,19.0,-4.0,0.0,38.0,-38.0,0.0,0.0,38.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203020,27,39.0,12.0,0.0,77.0,-77.0,13.0,16.88,77.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208025,7,,,,,,,,,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211006,38,1.0,-37.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207054,52,37.0,-15.0,0.0,71.0,-71.0,17.0,23.94,71.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206044,12,28.0,16.0,0.0,56.0,-56.0,10.0,17.86,56.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208001,21,97.0,76.0,0.0,187.0,-187.0,36.0,19.25,187.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208033,15,10.0,-5.0,0.0,20.0,-20.0,4.0,20.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206009,8,2.0,-6.0,0.0,4.0,-4.0,2.0,50.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203001,128,178.0,50.0,0.0,352.0,-352.0,7.0,1.99,352.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202003,197,285.0,88.0,0.0,556.0,-556.0,129.0,23.2,556.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202015,9,23.0,14.0,0.0,45.0,-45.0,13.0,28.89,45.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212040,16,11.0,-5.0,0.0,22.0,-22.0,6.0,27.27,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207025,15,7.0,-8.0,0.0,14.0,-14.0,4.0,28.57,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207037,6,,,,,,,,,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204062,31,75.0,44.0,0.0,145.0,-145.0,13.0,8.97,145.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212032,18,3.0,-15.0,0.0,6.0,-6.0,4.0,66.67,6.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205029,37,56.0,19.0,0.0,111.0,-111.0,28.0,25.23,111.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210004,31,84.0,53.0,0.0,163.0,-163.0,26.0,15.95,163.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210040,113,115.0,2.0,0.0,229.0,-229.0,12.0,5.24,229.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206050,10,38.0,28.0,0.0,75.0,-75.0,21.0,28.0,75.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212026,8,9.0,1.0,0.0,16.0,-16.0,3.0,18.75,16.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211027,6,8.0,2.0,0.0,16.0,-16.0,0.0,0.0,16.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203043,1,60.0,59.0,0.0,119.0,-119.0,20.0,16.81,119.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210066,48,30.0,-18.0,0.0,58.0,-58.0,10.0,17.24,58.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212014,13,10.0,-3.0,0.0,18.0,-18.0,3.0,16.67,18.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213049,7,32.0,25.0,0.0,63.0,-63.0,7.0,11.11,63.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212054,16,14.0,-2.0,0.0,27.0,-27.0,10.0,37.04,27.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207047,16,4.0,-12.0,0.0,8.0,-8.0,0.0,0.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211041,6,13.0,7.0,0.0,26.0,-26.0,2.0,7.69,26.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213015,11,1.0,-10.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202021,47,6.0,-41.0,0.0,12.0,-12.0,0.0,0.0,12.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201037,20,57.0,37.0,0.0,110.0,-110.0,23.0,20.91,110.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203007,17,24.0,7.0,0.0,45.0,-45.0,7.0,15.56,45.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208016,29,17.0,-12.0,0.0,33.0,-33.0,7.0,21.21,33.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202013,23,6.0,-17.0,0.0,11.0,-11.0,3.0,27.27,11.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205019,26,9.0,-17.0,0.0,16.0,-16.0,3.0,18.75,16.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213023,27,25.0,-2.0,0.0,50.0,-50.0,4.0,8.0,50.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209037,19,5.0,-14.0,0.0,10.0,-10.0,6.0,60.0,10.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211049,97,55.0,-42.0,0.0,106.0,-106.0,23.0,21.7,106.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210053,47,24.0,-23.0,0.0,48.0,-48.0,6.0,12.5,48.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213010,9,1.0,-8.0,0.0,2.0,-2.0,0.0,0.0,2.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205044,16,69.0,53.0,0.0,138.0,-138.0,17.0,12.32,138.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209040,3,4.0,1.0,0.0,8.0,-8.0,4.0,50.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201005,2,54.0,52.0,0.0,103.0,-103.0,2.0,1.94,103.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201013,207,381.0,174.0,0.0,751.0,-751.0,65.0,8.66,751.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209011,70,13.0,-57.0,0.0,25.0,-25.0,4.0,16.0,25.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204038,18,6.0,-12.0,0.0,12.0,-12.0,2.0,16.67,12.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203041,7,8.0,1.0,0.0,16.0,-16.0,0.0,0.0,16.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213039,35,28.0,-7.0,0.0,56.0,-56.0,6.0,10.71,56.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210060,51,94.0,43.0,0.0,188.0,-188.0,28.0,14.89,188.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204027,8,18.0,10.0,0.0,35.0,-35.0,9.0,25.71,35.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209026,3,58.0,55.0,0.0,112.0,-112.0,35.0,31.25,112.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212010,6,4.0,-2.0,0.0,7.0,-7.0,1.0,14.29,7.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205007,87,31.0,-56.0,0.0,62.0,-62.0,16.0,25.81,62.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202031,26,9.0,-17.0,0.0,18.0,-18.0,7.0,38.89,18.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209046,22,10.0,-12.0,0.0,20.0,-20.0,4.0,20.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204012,51,52.0,1.0,0.0,104.0,-104.0,27.0,25.96,104.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209004,93,10.0,-83.0,0.0,18.0,-18.0,2.0,11.11,18.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212033,68,109.0,41.0,0.0,217.0,-217.0,76.0,35.02,217.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205012,185,111.0,-74.0,0.0,217.0,-217.0,45.0,20.74,217.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206032,40,61.0,21.0,0.0,117.0,-117.0,50.0,42.74,117.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210009,17,10.0,-7.0,0.0,20.0,-20.0,8.0,40.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203038,31,40.0,9.0,0.0,80.0,-80.0,20.0,25.0,80.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210028,14,18.0,4.0,0.0,36.0,-36.0,6.0,16.67,36.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201034,21,38.0,17.0,0.0,75.0,-75.0,8.0,10.67,75.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212001,14,29.0,15.0,0.0,58.0,-58.0,4.0,6.9,58.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211037,47,7.0,-40.0,0.0,14.0,-14.0,8.0,57.14,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210012,11,10.0,-1.0,0.0,18.0,-18.0,4.0,22.22,18.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212043,7,3.0,-4.0,0.0,6.0,-6.0,0.0,0.0,6.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208032,10,31.0,21.0,0.0,62.0,-62.0,6.0,9.68,62.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210019,6,3.0,-3.0,0.0,6.0,-6.0,2.0,33.33,6.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201029,37,18.0,-19.0,0.0,36.0,-36.0,8.0,22.22,36.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207039,1,21.0,20.0,0.0,40.0,-40.0,0.0,0.0,40.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207008,18,4.0,-14.0,0.0,8.0,-8.0,0.0,0.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209006,60,2.0,-58.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205020,13,10.0,-3.0,0.0,20.0,-20.0,0.0,0.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211014,4,2.0,-2.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204007,7,38.0,31.0,0.0,74.0,-74.0,11.0,14.86,74.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211005,5,2.0,-3.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206041,18,10.0,-8.0,0.0,19.0,-19.0,9.0,47.37,19.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213046,4,95.0,91.0,0.0,189.0,-189.0,25.0,13.23,189.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208041,5,15.0,10.0,0.0,30.0,-30.0,7.0,23.33,30.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204056,39,35.0,-4.0,0.0,67.0,-67.0,12.0,17.91,67.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213005,27,24.0,-3.0,0.0,41.0,-41.0,12.0,29.27,41.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206006,25,8.0,-17.0,0.0,16.0,-16.0,2.0,12.5,16.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206004,21,3.0,-18.0,0.0,5.0,-5.0,0.0,0.0,5.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207051,48,2.0,-46.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212003,8,18.0,10.0,0.0,36.0,-36.0,8.0,22.22,36.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205026,32,27.0,-5.0,0.0,53.0,-53.0,4.0,7.55,53.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204050,57,31.0,-26.0,0.0,61.0,-61.0,4.0,6.56,61.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211024,43,11.0,-32.0,0.0,22.0,-22.0,2.0,9.09,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210003,38,20.0,-18.0,0.0,39.0,-39.0,17.0,43.59,39.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209016,38,18.0,-20.0,0.0,36.0,-36.0,10.0,27.78,36.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212027,38,38.0,0.0,0.0,76.0,-76.0,21.0,27.63,76.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205033,29,34.0,5.0,0.0,65.0,-65.0,13.0,20.0,65.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201004,20,25.0,5.0,0.0,50.0,-50.0,2.0,4.0,50.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208053,27,4.0,-23.0,0.0,8.0,-8.0,2.0,25.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209020,52,34.0,-18.0,0.0,66.0,-66.0,13.0,19.7,66.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207022,21,11.0,-10.0,0.0,21.0,-21.0,5.0,23.81,21.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211051,11,18.0,7.0,0.0,33.0,-33.0,10.0,30.3,33.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203010,124,150.0,26.0,0.0,294.0,-294.0,51.0,17.35,294.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204003,59,40.0,-19.0,0.0,78.0,-78.0,23.0,29.49,78.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204023,33,42.0,9.0,0.0,84.0,-84.0,10.0,11.9,84.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210063,72,143.0,71.0,0.0,284.0,-284.0,110.0,38.73,284.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209029,20,14.0,-6.0,0.0,27.0,-27.0,4.0,14.81,27.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212017,12,4.0,-8.0,0.0,8.0,-8.0,0.0,0.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213050,20,34.0,14.0,0.0,68.0,-68.0,13.0,19.12,68.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209009,6,36.0,30.0,0.0,72.0,-72.0,24.0,33.33,72.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0201032,9,38.0,29.0,0.0,75.0,-75.0,3.0,4.0,75.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204035,8,2.0,-6.0,0.0,3.0,-3.0,0.0,0.0,3.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213011,20,11.0,-9.0,0.0,22.0,-22.0,0.0,0.0,22.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213014,27,,,,,,,,,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207010,1,7.0,6.0,0.0,14.0,-14.0,0.0,0.0,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209030,66,55.0,-11.0,0.0,109.0,-109.0,31.0,28.44,109.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212059,19,69.0,50.0,0.0,137.0,-137.0,56.0,40.88,137.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206020,122,42.0,-80.0,0.0,80.0,-80.0,26.0,32.5,80.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213028,12,16.0,4.0,0.0,31.0,-31.0,2.0,6.45,31.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210031,93,160.0,67.0,0.0,317.0,-317.0,35.0,11.04,317.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209036,16,20.0,4.0,0.0,40.0,-40.0,8.0,20.0,40.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213032,2,15.0,13.0,0.0,30.0,-30.0,6.0,20.0,30.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210024,15,38.0,23.0,0.0,68.0,-68.0,8.0,11.76,68.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209014,168,9.0,-159.0,0.0,18.0,-18.0,6.0,33.33,18.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0204052,7,19.0,12.0,0.0,38.0,-38.0,12.0,31.58,38.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210001,8,4.0,-4.0,0.0,8.0,-8.0,2.0,25.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0209045,1,4.0,3.0,0.0,8.0,-8.0,0.0,0.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207044,5,2.0,-3.0,0.0,4.0,-4.0,0.0,0.0,4.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0212057,8,16.0,8.0,0.0,32.0,-32.0,2.0,6.25,32.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208019,3,7.0,4.0,0.0,14.0,-14.0,0.0,0.0,14.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206027,11,90.0,79.0,0.0,175.0,-175.0,92.0,52.57,175.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202028,19,6.0,-13.0,0.0,12.0,-12.0,0.0,0.0,12.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0203004,103,419.0,316.0,0.0,838.0,-838.0,38.0,4.53,838.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213052,8,33.0,25.0,0.0,64.0,-64.0,17.0,26.56,64.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0206040,44,17.0,-27.0,0.0,34.0,-34.0,10.0,29.41,34.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205045,13,42.0,29.0,0.0,84.0,-84.0,12.0,14.29,84.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0207016,15,4.0,-11.0,0.0,8.0,-8.0,2.0,25.0,8.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0210054,19,32.0,13.0,0.0,64.0,-64.0,6.0,9.38,64.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213036,18,13.0,-5.0,0.0,26.0,-26.0,4.0,15.38,26.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0202018,39,10.0,-29.0,0.0,20.0,-20.0,0.0,0.0,20.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208013,27,87.0,60.0,0.0,171.0,-171.0,56.0,32.75,171.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0205014,76,41.0,-35.0,0.0,82.0,-82.0,19.0,23.17,82.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213024,7,3.0,-4.0,0.0,6.0,-6.0,0.0,0.0,6.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0213037,9,5.0,-4.0,0.0,10.0,-10.0,0.0,0.0,10.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0208050,16,22.0,6.0,0.0,44.0,-44.0,4.0,9.09,44.0,2024-06-18 04:48:28.868147+00:00
Andhar Pradesh,0211017,4,5.0,1.0,0.0,10.0,-10.0,2.0,20.0,10.0,2024-06-18 04:48:28.868147+00:00
